8c, 260, 0, 0, 0
17, c94, 86c36fea20, 2, 24ab0ea75d0
17, c94, 86c36fea70, 2, 24ab0ea75d0
17, c94, 86c36fea80, 2, 24ab0ea75d0
17, c94, 86c36fea90, 2, 24ab0ea75d0
17, c94, 86c36feaa0, 2, 24ab0ea75d0
17, c94, 86c36feab0, 2, 24ab0ea75d0
17, c94, 86c36fe790, 2, 24ab1070250
f, 167a, 7fff24ce0e00, 0, 0
d, fffffffffffffffe, 5, be0f9fd938, 8
f, 1772, 7fff24ce0e00, 0, 0
21, 192c, 14, be0f9fd940, 4
21, 192c, 1a, be0f9fd8b8, 4
d, fffffffffffffffe, 5, be0f9fd8e8, 8
21, 192c, 1, be0f9fd880, 64
12, 28546be3848, 20019, be0f9fd848, 0
24, fffffffffffffffe, e, 8eedf2e101, 8eedf2e200
19, 1488, 0, d6faafc1d0, 30
3f, 1488, 18a7d36020, d6faafc1c0, 8
6, 1478, 0, 0, 4269b7e380
f, 30c, 1, 20dc37407e0, 4
100e, 20368, 2, 1076ed38, 0
25, fffffffffffffffe, 17, c416bff6b0, 10
d, fffffffffffffffe, 5, be0f9fd8e8, 8
1157, c416bff450, c416bff5f0, c416bff5e8, 0
1474, 20368, 1076eee0, 1076ed38, 0
100e, a0454, 0, 8a80, 454
100e, a0454, 2, 1076ed38, 0
1474, a0454, 1076eee0, 1076ed38, 0
17, c94, 86c36fe790, 2, 24ab106fbf0
17, c94, 86c36fe810, 2, 24ab10709c0
86, 2fc, 24ab1406470, 0, 5c
1157, c416bff380, c416bff498, 7ffe7000, 83
1115, 4, c416bff400, 1c59c653130, ffffffff
1128, 4, c416bff420, c416bff428, 0
17d, 26c, c416bfeee0, 1, c416bfeed0
25, fffffffffffffffe, 17, 259b8fb5a0, 10
5b, 1, 1c59c641140, 1, 0
17d, 26c, c416bfeee0, 1, c416bfeed0
25, fffffffffffffffe, 17, c416bff420, 10
112c, c416bff370, c416bff364, c416bff368, 0
12dd, ffffffff89120c08, 4, c416bff0e0, c416bff148
103b, ffffffffc2040cea, 0, 0, 0
103b, ffffffffc2040cea, 30, 1c5a6416d50, 0
1020, ffffffffc2040cea, c41699c000, 0, 1c59caf0000
112e, c416bff400, c416bff3f0, c416bff3f4, 0
25, fffffffffffffffe, 17, c416bff420, 10
d, fffffffffffffffe, 5, 86c36fe960, 8
f, c94, 0, 86c36fe918, 0
17, 8d4, 86c36fe990, 2, 24ab106f480
f, 8d4, 1c, cb, 24ab0e88d00
1ae, 18, 9, 86c36ff968, 4
1e3, 18, 24ab10fd050, 10, 86c36ffa98
8c, d0, 20000, 196d5fbe170, 196d5f39e18
6, 1478, 0, 0, 4269b7e380
3f, 1488, 1b158603730, d6faafc200, 448
90, 9c, 80, 98, 2a6e68048b8
1e, ffffffffffffffff, b7fb47f7f0, b7fb47f7f8, 4000
1e, ffffffffffffffff, b7fb47f7f0, b7fb47f7f8, 4000
158a, 1076ed18, 22, 6010, 10001
1e, ffffffffffffffff, b7fb47f7f0, b7fb47f7f8, 4000
1e, ffffffffffffffff, b7fb47f7f0, b7fb47f7f8, 4000
1e3, 8c, 2a6e680fbd0, 10, b7fb47fb78
d2, 196d5f31620, 3, 0, 0
1de, 25fb57e670, 25fb57e6f0, 4, 0
1ae, 20, 9, 25fb57fa68, 4
11ea, c416bfe938, 1c5a443ba10, 7fff21fb89b0, c416bfe798
1e3, 20, 196d63c2210, 10, 25fb57fb98
8c, 4d8, 20000, 196d5fc2570, 196d5d283c8
89, 340, 0, 25fb57f988, 10
8c, 340, 0, 0, 0
11b3, c416bfe810, 1c5a4438050, c416bfe838, 0
11ea, c416bfe7c0, 1, 1c5a2010030, 7fff2749ce20
1257, c416bff120, 7fff2123a7c8, c416bff120, 5569
11ea, c416bff240, 0, 0, 0
1257, c416bff120, 7fff2123a7c8, c416bff120, 5569
89, 160, 0, 86c36ff888, 10
8c, 160, 0, 0, 0
1ae, 18, 9, 86c36ff700, 4
d, fffffffffffffffe, 2c, 24ab0eb9258, 8
12, 86c36feb88, 20019, 86c36febb8, 86c36fec58
17, 8d4, 86c36fe990, 2, 24ab1070250
1db, ffffffffffffffff, 4269dfecd0, 4269dfecd8, 1
12, 86c36fe9e0, 20019, 86c36fea40, 86c36feba0
17, c94, 86c36fea20, 2, 24ab0ea75d0
17, c94, 86c36fea70, 2, 24ab0ea75d0
17, c94, 86c36fea80, 2, 24ab0ea75d0
17, c94, 86c36fea90, 2, 24ab0ea75d0
1ae, 20, 9, 25fb57f800, 4
129, 8cd5cfe568, 2000000, 8cd5cfe5a8, 0
3f, 1488, 1b158603dc0, 27a000137a0, b4
d, fffffffffffffffe, 2c, 196d4c810c8, 8
1ae, 20, 9, 25fb57fa68, 4
1e3, 20, 196d63c2210, 10, 25fb57fb98
23, ffffffffffffffff, 26ddcbe0000, 3, e2ce07d248
11ea, c416bff240, f, 1c5ace135b0, 2e
1157, c416bff2e0, c416bff3f8, 7ffe7000, 83
1119, 4, c416bff4b8, 1c59c6610a8, 1c59c6610a8
3000f, 3, 77658b80, 216, 776365ec
17, c94, 86c36feaa0, 2, 24ab0ea75d0
d, fffffffffffffffe, 5, be0f9fd998, 8
16, 1772, 3, be0f9fd720, 180
89, 37c, 0, a32647f7e8, 10
8c, 37c, 0, 0, 0
1ae, 24, 9, a32647f6a0, 4
8c, 37c, 410000, 25b4acc7e60, 0
f, 184, 1, 1245cf807e0, 4
f, 1488, 1, 27a7e9b07e0, 4
146, 870, 0, 5, 83
17c, 18, 1, 0, ffff0000
25, fffffffffffffffe, 17, c416bff5c0, 10
5b, 4, 1c59c63b508, 1, 0
1e0, 1245d0024b0, 0, 1245e007a00, 1245e007ad0
17d, 26c, c416bff250, 1, c416bff240
5b, 5, 1c59c641140, 1, 0
17, c94, 86c36feab0, 2, 24ab0ea75d0
8c, 222c, 20000, 233c6ead570, 233ba25daa8
16, 1772, 7, be0f9fd218, 4
16, 1772, 3, 28546cd9e70, 818
129, be0f9fd2b8, 20219, be0f9fd310, 0
129, be0f9fd258, 20219, be0f9fd340, 0
1a7, 1630, 5, be0f9fd248, 4
16, 1632, 3, be0f9fd6c0, 180
1008, 80328, 87, 0, c
1056, 80328, 8, c0c0c, 0
12c2, ffffffff99010c23, 7ff68f5a39d8, 4, 47ec8ff7d0
1068, ffffffff99010c23, f00021, 47ec8ff850, 1
1054, ffffffff99010c23, 0, 12c, 8
1006, ffffffff8b01092d, 0, 120, 8
1010, 7fff24bb1574, 0, 47ec8ff738, 0
14fb, ffffffff8b01092d, 1ed4e7f0580, 78304ae4, 1ed4d010000
e, 1ac, 0, 47ec8ff7e8, 0
4, 1a8, 0, 0, 0
4, ac, 0, 0, 0
1bd, 24, 86c37ff7b0, 0, 86c37ff7b8
90, 28, 14, 24, 24ab0e02558
1ae, 18, 9, 86c37ff7e0, 4
1ae, 18, 9, 86c37ff808, 4
1e3, 18, 24ab10fe220, 10, 86c37ff938
f, 1304, 1, 238a35107e0, 4
7, 60c, 0, 0, 0
26, d6faafc6a8, 410, d6faafc650, d6faafc640
1ae, 24, 9, a32647f8c8, 4
1bd, 24, 8eee2ff610, 0, 8eee2ff640
1bd, 24, 8eee2ff560, 0, 8eee2ff568
90, 28, 14, 24, 19281690d68
17, c94, 86c36fe790, 2, 24ab106f040
23, ffffffffffffffff, 26ddcbe0000, 3, e2ce07d438
1e3, 18, 19283683f90, 10, 8eee2ff6e8
1bd, 2c, 25f997f580, 0, 25f997f5b0
17c, 20, 1, 0, ffff0000
19, 1488, 0, d6faafc700, 30
3f, 1488, a83df09018, d6faafc6d8, 8
3f, 1488, 7fff274943a0, d6faafc6c0, 8
3f, 1488, 1b2e0604120, d6faafcae0, 138
3f, 1488, 1b2e0603d80, d6faafc430, 40
13b8, 10002, 1c5acfc8c70, 1c59c63b300, 0
1e3, 18, 1c5a62ea5d0, 10, c4170ff738
90, 30, 1c, 2c, 196d4c02558
16, 1632, 7, be0f9fd250, 4
21, fffffffffffffffa, 1, be0f9fd110, 58
129, be0f9fd258, 201, be0f9fd2b0, 0
16, 1632, 7, be0f9fd1b8, 4
129, be0f9fd1f8, 201, be0f9fd2e0, 0
14c2, b, a3fb8ff520, 0, 14ff
17, c94, 86c36fe790, 2, 24ab106f480
16, 1632, 3, be0f9fd7a0, 204
2a, ffffffffffffffff, 26ddcbe0000, 0, 0
1e0, 7ff745055220, 425fcffb70, 1, 0
19, 1488, 1, d6faafc730, 30
48, b13efdbd8, 1f0003, 0, 0
55, 25f997f050, 100080, 25f997f090, 25f997f058
3c, ffffffffffffffff, fffffffffffffffe, ffffffffffffffff, 19cf20641e8
8c, 224, 20000, 27a7f8647f0, 27a7ebd9058
89, 1f0, 0, b7fb87f318, 10
8c, 1f0, 0, 0, 0
1ae, 20, 9, b7fb87f190, 4
61, 230, 0, 1, 1
19, 1488, 0, d6faafc1d0, 30
3f, 1488, a83df09020, d6faafc1c0, 8
d, fffffffffffffffe, 2c, 2a6e6821c68, 8
24, fffffffffffffffe, 4, 1, 2a6e75b4458
86, 4ac, 2a6e854c970, 0, 5c
1e0, 2b481d79d08, f298cffa60, 1, 0
3c, ffffffffffffffff, fffffffffffffffe, ffffffffffffffff, 19cf208f390
8c, 164, 20000, 19cf2083560, 19cf2064c48
89, 104, 0, be0faff618, 10
8c, 104, 0, 0, 0
3f, 1488, 1b2e0603730, d6faafc200, 448
3f, 1488, 1b2e0603dc0, 27a00088be0, 8c
f, 1488, 1, 27a7e9b07e0, 4
26, d6faafc6a8, 410, d6faafc650, d6faafc640
19, 1488, 0, d6faafc700, 30
36, 2, 25fb57f970, 158, 0
1e3, 20, 196d63c2210, 10, 25fb57fb98
3f, 1488, 8e012cf018, d6faafc6d8, 8
3f, 1488, 7fff274943a0, d6faafc6c0, 8
3f, 1488, 18edf4040a0, d6faafcae0, 138
3f, 1488, 18edf403d10, d6faafc430, 40
19, 1488, 1, d6faafc730, 30
19, 1488, 0, d6faafc1d0, 30
3f, 1488, 8e012cf020, d6faafc1c0, 8
3f, 1488, 18edf4036c0, d6faafc200, 448
3f, 1488, 18edf403d50, 27a7f5cbfe0, 7a
f, 1488, 1, 27a7e9b07e0, 4
26, d6faafc6a8, 410, d6faafc650, d6faafc640
19, 1488, 0, d6faafc700, 30
3f, 1488, d6fa917018, d6faafc6d8, 8
3f, 1488, 7fff274943a0, d6faafc6c0, 8
17, c94, 86c36fe810, 2, 24ab1070580
86, 2fc, 24ab10ded70, 0, 5c
d, fffffffffffffffe, 5, 86c36fe960, 8
f, c94, 0, 86c36fe918, 0
17, 8d4, 86c36fe990, 2, 24ab1070250
f, 8d4, 1, ffffffffffffffff, 24ab0e88d00
1ae, 18, 9, 86c36ff968, 4
1e3, 18, 24ab10fd050, 10, 86c36ffa98
8c, d0, 20000, 196d5fbe170, 196d5f39e18
89, 160, 0, 86c36ff888, 10
8c, 160, 0, 0, 0
1ae, 18, 9, 86c36ff700, 4
1db, ffffffffffffffff, 4269dfecd0, 4269dfecd8, 1
21, fffffffffffffffa, 1, b7fb87dcc0, 58
16, c4, 7, 362367c708, 4
129, 362367c760, 20019, 362367c7c0, 0
36, b6, 362367c960, 38, 0
19, ffffffffffffffff, 1, 362367c998, 30
19, ffffffffffffffff, 3, 362367c9d0, 58
1d3, f, 362367c9d8, a0, 362367c9d8
3f, 1488, 27a7eae2040, d6faafcae0, 138
5b, 9, ee31f7f330, 1, 0
5b, 2, e2ce0fe7c0, 1, 0
d, fffffffffffffffe, 2c, 24ab0eb9258, 8
86, 2fc, 24ab1406470, 0, 86c36ff378
3b, 86c36fec08, 24ab1481a60, 0, 0
d, fffffffffffffffe, 5, 86c36feb80, 8
1ae, 18, 9, 86c36ff968, 4
1e3, 18, 24ab10fd050, 10, 86c36ffa98
158a, 1076ed28, 22, 6010, 10001
100e, 501ec, 0, 3d80, 1ec
100e, 501ec, 2, 1076ed38, 0
1ae, 20, 9, be0faff490, 4
76, ffffffffffffffff, 4269b7df60, 4269b7deb0, 1000
6, 1478, 0, 0, 4269b7e380
6, 1478, 0, 0, 4269b7e380
6, 1478, 0, 0, 4269b7e380
6, 1478, 0, 0, 4269b7e380
6, 1478, 0, 0, 4269b7e380
86, dac, 28546b08670, 0, 0
24, fffffffffffffffe, 2000000, 1, be0faff020
d, fffffffffffffffe, 5, be0fafefa0, 8
21, 1358, a, be0fafef40, 38
1474, 501ec, 1076eee0, 1076ed38, 0
4, 21c, 0, c416bff5c8, 0
3f, 1488, 27a7eae6a10, d6faafc430, 4c
19, 1488, 1, d6faafc730, 30
19, 1488, 0, d6faafc1d0, 30
3f, 1488, d6fa917020, d6faafc1c0, 8
3f, 1488, 27a7eae63c0, d6faafc200, 448
3f, 1488, 27a7eae6a5c, 27a7f542cb0, 74
f, 1488, 1, 27a7e9b07e0, 4
26, d6faafc6a8, 410, d6faafc650, d6faafc640
4, 2ac, 0, c416bff5c8, 0
4, 230, 0, c416bff5c8, 0
4, 1320, 0, c416bff5c8, 0
19, 1488, 0, d6faafc700, 30
3f, 1488, 85ed366018, d6faafc6d8, 8
21, 1358, 1f, be0fafeef0, 4c
100e, 80540, 0, a800, 540
1bd, 28, 47ecbff800, 0, 47ecbff830
1bd, 28, 47ecbff750, 0, 47ecbff758
90, 2c, 18, 28, 1ed4ce30d68
e, ac, 0, 10, 80000000
3f, 1488, 7fff274943a0, d6faafc6c0, 8
3f, 1488, 1ab2f8420b0, d6faafcae0, 138
16, 1632, 3, be0f9fd610, 188
16, 1632, 7, be0f9fd170, 4
21, fffffffffffffffa, 1, be0f9fd030, 58
129, be0f9fd178, 2000200, be0f9fd1d0, 0
1d3, f, 362367c9d8, a0, 362367c9d8
1d3, f, 362367ca08, a0, 362367ca08
16, c4, 7, 362367c6d8, 4
1e3, 1c, 1ed4ce99990, 10, 47ecbff8d8
17, 1632, be0f9fd858, 2, be0f9fd580
16, 1632, 3, be0f9fd590, 188
3f, 1488, 1ab2f846a80, d6faafc430, 44
19, 1488, 1, d6faafc730, 30
19, 1488, 0, d6faafc1d0, 30
3f, 1488, 85ed366020, d6faafc1c0, 8
3f, 1488, 1ab2f846430, d6faafc200, 448
3f, 1488, 1ab2f846ac4, 27a7f542d30, 6a
16, 1632, 7, be0f9fd0f0, 4
21, fffffffffffffffa, 1, be0f9fcfb0, 58
129, be0f9fd0f8, 2000200, be0f9fd150, 0
17, 1632, be0f9fd7d8, 2, be0f9fd500
16, 1632, 3, be0f9fd590, 188
16, 1632, 7, be0f9fd0f0, 4
21, fffffffffffffffa, 1, be0f9fcfb0, 58
129, be0f9fd0f8, 2000200, be0f9fd150, 0
17, 1632, be0f9fd7d8, 2, be0f9fd500
16, 1632, 3, be0f9fd4e0, 180
20, 4b4, 0, 196d5d282a0, 0
8c, 4d8, 20000, 196d5fc2570, 196d4cb0ba8
89, 340, 0, 25fb57f988, 10
8c, 340, 0, 0, 0
1ae, 20, 9, 25fb57f800, 4
f, 1488, 1, 27a7e9b07e0, 4
18, ffffffffffffffff, d6faafd080, 0, d6faafd070
26, d6faafc6a8, 410, d6faafc650, d6faafc640
16, 1632, 7, be0f9fd070, 4
21, fffffffffffffffa, 1, be0f9fcf30, 58
129, be0f9fd078, 20219, be0f9fd0d0, 0
16, 1632, 7, be0f9fcfd8, 4
129, be0f9fd018, 20219, be0f9fd100, 0
16, 1632, 3, be0f9fd4f0, 188
16, 1632, 7, be0f9fd050, 4
21, fffffffffffffffa, 1, be0f9fcf10, 58
129, be0f9fd058, 2000200, be0f9fd0b0, 0
17, 1632, be0f9fd738, 2, be0f9fd460
16, 1772, 3, be0f9fd340, 180
124d, c416bff570, c0003280, 1c5a4484500, 0
4, 2b0, 0, c416bff588, 0
6, 1478, 0, 0, 4269b7e380
1bd, 2c, 426a4ff4e0, 0, 426a4ff510
90, 30, 1c, 2c, 187eba02558
19, 1488, 0, d6faafc700, 30
3f, 1488, 4a654f3018, d6faafc6d8, 8
3f, 1488, 7fff274943a0, d6faafc6c0, 8
3f, 1488, 1e745e04110, d6faafcae0, 138
3f, 1488, 1e745e03d80, d6faafc430, 40
19, 1488, 1, d6faafc730, 30
19, 1488, 0, d6faafc1d0, 30
3f, 1488, 4a654f3020, d6faafc1c0, 8
3f, 1488, 1e745e03730, d6faafc200, 448
3f, 1488, 1e745e03dc0, 27a7f5cc100, 7a
f, 1488, 1, 27a7e9b07e0, 4
1ae, 20, 9, 426a4ff460, 4
1ae, 20, 9, 426a4ff488, 4
1e3, 20, 187aaf84cc0, 10, 426a4ff5b8
16, 1772, 7, be0f9fced0, 4
16, 1772, 7, be0f9fce38, 4
129, be0f9fced8, 20019, be0f9fcf30, 0
129, be0f9fce78, 20019, be0f9fcf60, 0
16, 167e, 3, be0f9fd3c0, 204
16, 167e, 3, be0f9fcef0, 188
16, 167e, 7, be0f9fca50, 4
76, ffffffffffffffff, e2ce07cd70, e2ce07ccc0, 1000
76, ffffffffffffffff, e2ce07ce00, e2ce07cd50, 1000
76, ffffffffffffffff, e2ce07ce00, e2ce07cd50, 1000
76, ffffffffffffffff, e2ce07cd00, e2ce07cc50, 1000
6, 534, 0, 0, 0
5b, 2, e2ce07e6e0, 1, 0
129, 362367c730, 1, 362367c790, 0
17, 250, 362367ca28, 2, 362367c750
26, d6faafc6a8, 410, d6faafc650, d6faafc640
19, 1488, 0, d6faafc700, 30
3f, 1488, fea018, d6faafc6d8, 8
3f, 1488, 7fff274943a0, d6faafc6c0, 8
3f, 1488, 11b20e0, d6faafcae0, 138
3f, 1488, 11b6ac0, d6faafc430, 30
1db, ffffffffffffffff, 4269dfecd0, 4269dfecd8, 1
19, 1488, 1, d6faafc730, 30
21, fffffffffffffffa, 1, be0f9fc910, 58
129, be0f9fca58, 2000000, be0f9fcab0, 0
17, 167e, be0f9fd138, 2, be0f9fce60
16, 167e, 3, be0f9fcef0, 188
16, 167e, 7, be0f9fca50, 4
21, fffffffffffffffa, 1, be0f9fc910, 58
129, be0f9fca58, 2000000, be0f9fcab0, 0
17, 167e, be0f9fd138, 2, be0f9fce60
16, 167e, 3, be0f9fcef0, 188
16, 167e, 7, be0f9fca50, 4
21, fffffffffffffffa, 1, be0f9fc910, 58
129, be0f9fca58, 2000000, be0f9fcab0, 0
17, 167e, be0f9fd138, 2, be0f9fce60
16, 167e, 3, be0f9fcef0, 188
d, fffffffffffffffe, 2c, 196d4c810c8, 8
1db, ffffffffffffffff, 4269dfecd0, 4269dfecd8, 1
3e, ac, 0, 47ec8ff928, 0
3e, 1ac, 0, 47ec8ff998, 0
34, 0, 47ec8ff9e0, 47ec8ff998, 0
d, fffffffffffffffe, 5, b7fb87dbd0, 8
d, fffffffffffffffe, 5, b7fb87dbf8, 8
24, fffffffffffffffe, 4, 1, 2a6e75b4458
86, 4ac, 2a6e854c970, 0, 5c
16, 167e, 7, be0f9fca50, 4
21, fffffffffffffffa, 1, be0f9fc910, 58
129, be0f9fca58, 2000000, be0f9fcab0, 0
17, 167e, be0f9fd138, 2, be0f9fce60
16, 167e, 3, be0f9fcf70, 188
16, 167e, 7, be0f9fcad0, 4
21, fffffffffffffffa, 1, be0f9fc990, 58
129, be0f9fcad8, 2000000, be0f9fcb30, 0
17, 167e, be0f9fd1b8, 2, be0f9fcee0
16, 167e, 3, be0f9fcf70, 188
16, 167e, 7, be0f9fcad0, 4
21, fffffffffffffffa, 1, be0f9fc990, 58
129, be0f9fcad8, 2000000, be0f9fcb30, 0
1ae, 20, 9, 25f9c7f3f8, 4
1e3, 20, 196d63c2cc0, 10, 25f9c7f528
165, 194c, 7fff274415d0, 2, be0f8fdbc0
165, 194c, 7fff274415d0, 1, be0f8fdbc0
165, 4a8, 7fff274415d0, 1, be0f8fd8d0
17, 167e, be0f9fd1b8, 2, be0f9fcee0
16, 32c, 7, be0f9fcec8, 4
129, be0f9fcf20, 20019, be0f9fcf80, 0
17, 12d4, be0f9fd258, 2, be0f9fcf80
17, 12d4, be0f9fd258, 2, be0f9fcf80
17, 12d4, be0f9fd258, 2, be0f9fcf80
21, fffffffffffffffa, 1, b7fb87dc60, 58
d, fffffffffffffffe, 5, b7fb87db70, 8
d, fffffffffffffffe, 5, b7fb87db98, 8
1ae, 20, 9, b7fb87f3f8, 4
1e3, 20, 2a6e68c1130, 10, b7fb87f528
8c, 224, 20000, 27a7f8647f0, 27a7ebd9058
89, 1f0, 0, b7fb87f318, 10
8c, 1f0, 0, 0, 0
1ae, 20, 9, b7fb87f190, 4
d, fffffffffffffffe, 2c, 2a6e6821c68, 8
24, fffffffffffffffe, 4, 1, 2a6e75b4458
86, 4ac, 2a6e854c970, 0, 5c
21, fffffffffffffffa, 1, b7fb87dcc0, 58
d, fffffffffffffffe, 5, b7fb87dbd0, 8
19, 1488, 0, d6faafc1d0, 30
3f, 1488, fea020, d6faafc1c0, 8
f, 250, 10, 8, 2
17, 12d4, be0f9fd258, 2, be0f9fcf80
f, 12d4, 1, 28545ac07e0, 0
16, 167e, 3, be0f9fcf90, 188
16, 167e, 7, be0f9fcaf0, 4
21, fffffffffffffffa, 1, be0f9fc9b0, 58
129, be0f9fcaf8, 2000000, be0f9fcb50, 0
17, 167e, be0f9fd1d8, 2, be0f9fcf00
16, 167e, 3, be0f9fcf90, 188
d, fffffffffffffffe, 5, b7fb87dbf8, 8
7, 192c, 0, 0, 0
3f, 1488, 11b6470, d6faafc200, 448
1bd, 2c, b5c557f9d0, 0, b5c557fa00
90, 30, 1c, 2c, 1f6d1a02558
1ae, 20, 9, b5c557f950, 4
1db, ffffffffffffffff, 4269dfecd0, 4269dfecd8, 1
3f, 1488, 11b6af0, 27a7f4f4e20, 30
63, 28546176cd0, 0, 194c, 2000000
76, ffffffffffffffff, 4269b7df60, 4269b7deb0, 1000
6, 1478, 0, 0, 4269b7e380
6, 1478, 0, 0, 4269b7e380
6, 1478, 0, 0, 4269b7e380
6, 1478, 0, 0, 4269b7e380
f, 1488, 1, 27a7e9b07e0, 4
18, ffffffffffffffff, d6faafd080, 0, d6faafd070
1ae, 20, 9, b5c557f978, 4
1e3, 20, 1f6d2ad7930, 10, b5c557faa8
76, ffffffffffffffff, e8a97fe440, e8a97fe390, 1000
26, d6faafc6a8, 410, d6faafc650, d6faafc640
19, 1488, 0, d6faafc700, 30
3f, 1488, ef84477018, d6faafc6d8, 8
3f, 1488, 7fff274943a0, d6faafc6c0, 8
76, ffffffffffffffff, e8a97fe460, e8a97fe3b0, 1000
36, 3d, 252363fca40, 1e0, 0
76, ffffffffffffffff, 4269b7ded0, 4269b7de20, 1000
55, e8a97fe280, 100080, e8a97fe2c0, e8a97fe288
7, 2ec, 0, 0, 0
7, 2ec, 0, 0, 0
f, 2ec, 0, e8a97fe328, 0
25, fffffffffffffffe, 17, c416bff6b0, 10
1157, c416bff450, c416bff5f0, c416bff5e8, 0
1157, c416bff380, c416bff498, 7ffe7000, 83
1115, 4, c416bff400, 1c59c653130, ffffffff
1128, 4, c416bff420, c416bff428, 0
17d, 26c, c416bfeee0, 1, c416bfeed0
5b, 1, 1c59c641140, 1, 0
17d, 26c, c416bfeee0, 1, c416bfeed0
25, fffffffffffffffe, 17, c416bff420, 10
112c, c416bff370, c416bff364, c416bff368, 0
12dd, ffffffff89120c08, 4, c416bff0e0, c416bff148
103b, ffffffffc3040cea, 0, 0, 0
103b, ffffffffc3040cea, 30, 1c5a6416d50, 0
1020, ffffffffc3040cea, c41699c000, 0, 1c59caf0000
112e, c416bff400, c416bff3f0, c416bff3f4, 0
25, fffffffffffffffe, 17, c416bff420, 10
11ea, c416bfe938, 1c5a443ba10, 7fff21fb89b0, c416bfe798
11b3, c416bfe810, 1c5a4438050, c416bfe838, 0
11ea, c416bfe7c0, 1, 1c5a2010030, 7fff2749ce20
36, 2, e8a97fecf0, 158, 0
36, 74, e8a97feaa0, 28, 0
1008, 80328, 87, 0, c
1056, 80328, 8, c0c0c, 0
12c2, ffffffff99010c23, 7ff68f5a39d8, 4, 47ec8ff7d0
1bd, 9c, e8a97fec90, 0, e8a97fec98
3f, 1488, 211bc604090, d6faafcae0, 138
6, 1478, 0, 0, 4269b7e380
16, 167e, 7, be0f9fcaf0, 4
1bd, 2c, d9cd5ff710, 0, d9cd5ff718
1bd, 2c, d9cd5ff720, 0, d9cd5ff728
5b, 1, 7fff25760440, 1, 0
36, 66, e8a97fecd0, 1b0, 0
36, 66, e8a97fecd0, 1b0, 0
36, 66, e8a97fecd0, 1b0, 0
36, 66, e8a97fecd0, 1b0, 0
5e, 278, 300, 78, e8a97fefe8
5e, 278, 300, 78, e8a97fefe8
5e, 278, 300, 78, e8a97fefd8
36, 66, e8a97fecc0, 1b0, 0
36, 66, e8a97fecc0, 1b0, 0
5e, 278, 300, 78, e8a97fefd8
5e, 278, 300, 78, e8a97fefd8
5e, 278, 300, 78, e8a97fefd8
76, ffffffffffffffff, 4269b7df60, 4269b7deb0, 1000
6, 1478, 0, 0, 4269b7e380
6, 1478, 0, 0, 4269b7e380
6, 1478, 0, 0, 4269b7e380
5e, 278, 300, 78, e8a97fefd8
5e, 278, 300, 78, e8a97fefd8
5e, 278, 300, 78, e8a97ff328
5e, 278, 300, 78, e8a97ff498
5e, 278, 300, 78, e8a97ff498
5e, 278, 300, 78, e8a97ff328
5e, 278, 300, 78, e8a97ff328
21, fffffffffffffffa, 1d, e8a97fea40, 4
58, e8a97febd0, 20001, e8a97febf8, ffffffffffffcfff
166, 2ec, 17, 0, 0
166, 2ec, 17, 252363c96a0, e8
24, fffffffffffffffe, 8, 1, e8a97febd8
131, ffffffffffffffff, 8, e8a97febd8, 5c
21, 2d4, a, e8a97fea00, 38
21, 2d4, 4, 25234382470, 4c
21, 2d4, 19, 2522f805960, 54
21, 2d4, 5, 0, 0
21, 2d4, 5, 2522f75bd60, 14
21, 2d4, 6, 0, 0
21, 2d4, 6, 2522f855c20, 6c
21, fffffffffffffffc, 29, e8a97fe620, 4c
21, 2d4, 29, e8a97fe670, 4c
21, 2d4, a, e8a97fe670, 38
21, 2d4, 4, 252343822b0, 4c
21, 2d4, 19, 2522f82c360, 54
21, 2d4, 5, 0, 0
21, 2d4, 5, 2522f75bde0, 14
21, 2d4, 6, 0, 0
21, 2d4, 6, 2522f856010, 6c
21, fffffffffffffffc, 29, e8a97fe290, 4c
21, 2d4, 29, e8a97fe2e0, 4c
1068, ffffffff99010c23, f00021, 47ec8ff850, 1
6, 1478, 0, 0, 4269b7e380
6, 1478, 0, 0, 4269b7e380
76, ffffffffffffffff, 4269b7df60, 4269b7deb0, 1000
6, 1478, 0, 0, 4269b7e380
6, 1478, 0, 0, 4269b7e380
6, 1478, 0, 0, 4269b7e380
3f, 1488, 211bc603d00, d6faafc430, 40
100e, 80540, 2, 1076ed38, 0
76, ffffffffffffffff, 4269b7df60, 4269b7deb0, 1000
19, 1488, 1, d6faafc730, 30
19, 1488, 0, d6faafc1d0, 30
3f, 1488, ef84477020, d6faafc1c0, 8
3f, 1488, 211bc6036b0, d6faafc200, 448
1474, 80540, 1076eee0, 1076ed38, 0
100e, 605b6, 0, b6c0, 5b6
100e, 605b6, 2, 1076ed38, 0
1474, 605b6, 1076eee0, 1076ed38, 0
100e, 90426, 0, 84c0, 426
100e, 90426, 2, 1076ed38, 0
1474, 90426, 1076eee0, 1076ed38, 0
100e, 1b036e, 0, 6dc0, 36e
100e, 1b036e, 2, 1076ed38, 0
1474, 1b036e, 1076eee0, 1076ed38, 0
158a, 1076ed18, 22, 6010, 10001
158a, 1076ed28, 22, 6010, 10001
100e, 40508, 0, a100, 508
100e, 40508, 2, 1076ed38, 0
f, 2ec, 1, 2522ec507e0, 4
f, 2d4, 1, 2522ec507e0, 4
21, fffffffffffffffa, 1d, e8a97fe840, 4
58, e8a97fe9d0, 20001, e8a97fe9f8, ffffffffffffcfff
